satz,arm,nfe,K,ziel,regel,mean,count,prozent
AX85,SigmaFlow-Separate,5,35,both,gnina,0.5292117647058824,85,52.921176470588236
AX85,SigmaFlow-Separate,5,36,both,gnina,0.5293694117647059,85,52.93694117647058
AX85,SigmaFlow-Separate,5,37,both,gnina,0.529575294117647,85,52.9575294117647
AX85,SigmaFlow-Separate,5,38,both,gnina,0.5296129411764706,85,52.961294117647064
AX85,SigmaFlow-Separate,5,39,both,gnina,0.5297823529411764,85,52.97823529411764
AX85,SigmaFlow-Separate,5,40,both,gnina,0.5297670588235294,85,52.97670588235294
AX85,SigmaFlow-Separate,5,41,both,gnina,0.5300023529411765,85,53.00023529411765
AX85,SigmaFlow-Separate,5,42,both,gnina,0.5299917647058824,85,52.99917647058824
AX85,SigmaFlow-Separate,5,43,both,gnina,0.5299952941176472,85,52.999529411764726
AX85,SigmaFlow-Separate,5,44,both,gnina,0.5299788235294118,85,52.99788235294118
AX85,SigmaFlow-Separate,5,45,both,gnina,0.5301000000000001,85,53.01000000000001
AX85,SigmaFlow-Separate,5,46,both,gnina,0.5299494117647059,85,52.99494117647059
AX85,SigmaFlow-Separate,5,47,both,gnina,0.5299329411764707,85,52.993294117647075
AX85,SigmaFlow-Separate,5,48,both,gnina,0.52982,85,52.982
AX85,SigmaFlow-Separate,5,49,both,gnina,0.5297400000000003,85,52.97400000000003
AX85,SigmaFlow-Separate,5,50,both,gnina,0.5296894117647061,85,52.96894117647061
AX85,SigmaFlow-Separate,5,51,both,gnina,0.5296082352941177,85,52.96082352941177
AX85,SigmaFlow-Separate,5,52,both,gnina,0.5295823529411765,85,52.95823529411765
AX85,SigmaFlow-Separate,5,53,both,gnina,0.5294670588235296,85,52.946705882352965
AX85,SigmaFlow-Separate,5,54,both,gnina,0.529374117647059,85,52.9374117647059
AX85,SigmaFlow-Separate,5,55,both,gnina,0.5293223529411765,85,52.932235294117646
AX85,SigmaFlow-Separate,5,56,both,gnina,0.5292447058823526,85,52.92447058823526
AX85,SigmaFlow-Separate,5,57,both,gnina,0.5291329411764705,85,52.91329411764705
AX85,SigmaFlow-Separate,5,58,both,gnina,0.5290517647058823,85,52.90517647058823
AX85,SigmaFlow-Separate,5,59,both,gnina,0.5289905882352942,85,52.89905882352942
AX85,SigmaFlow-Separate,5,60,both,gnina,0.5289200000000001,85,52.892
AX85,SigmaFlow-Separate,5,61,both,gnina,0.5288364705882351,85,52.88364705882351
AX85,SigmaFlow-Separate,5,62,both,gnina,0.52868,85,52.868
AX85,SigmaFlow-Separate,5,63,both,gnina,0.5283364705882354,85,52.833647058823544
